City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
330,Turcianske Teplice,SK,48.8623,18.8605,49.21,80,82,4.72,broken clouds
331,Huarmey,PE,-10.0681,-78.1522,67.82,68,15,11.07,few clouds
332,Misawa,JP,40.6836,141.3597,59.9,88,85,6.24,overcast clouds
333,Kysyl-Syr,RU,63.8986,122.7617,31.32,85,58,0.87,broken clouds
334,Qandala,SO,11.472,49.8728,87.58,70,38,4.9,scattered clouds
335,Geraldton,AU,-28.7667,114.6,64.81,48,0,11.5,clear sky
336,Yumen,CN,40.2833,97.2,68.95,17,0,5.77,clear sky
337,Nachingwea,TZ,-10.3833,38.7667,74.37,58,57,7.29,broken clouds
338,Inuvik,CA,68.3499,-133.7218,41.76,70,75,2.3,broken clouds
339,Constitucion,CL,-35.3333,-72.4167,59.38,53,0,14.18,clear sky
340,San,ML,13.3034,-4.8956,91.13,40,20,6.73,few clouds
341,Tura,IN,25.5198,90.2201,72.1,98,31,4.03,scattered clouds
342,Faya,SA,18.3851,42.4509,75.31,27,84,7.76,broken clouds
343,Quatre Cocos,MU,-20.2078,57.7625,69.91,72,73,17.67,broken clouds
344,Manokwari,ID,-0.8667,134.0833,77.31,81,100,1.59,overcast clouds
345,Nur,PL,52.6683,22.3221,41.79,90,100,7.29,overcast clouds
346,Port Hardy,CA,50.6996,-127.4199,51.98,93,90,14.97,light rain
347,Pathalgaon,IN,22.5667,83.4667,74.05,89,59,3.13,broken clouds
348,Cabedelo,BR,-6.9811,-34.8339,84.87,61,24,13.58,few clouds
349,Marsa Matruh,EG,31.3525,27.2453,79.0,83,0,12.66,clear sky
350,Goma,CD,-1.6792,29.2228,67.41,74,95,2.62,overcast clouds
351,Sao Filipe,CV,14.8961,-24.4956,80.56,79,96,6.71,overcast clouds
352,Camabatela,AO,-8.1881,15.375,75.07,55,90,3.2,light rain
353,Koumac,NC,-20.5667,164.2833,65.93,71,2,4.47,clear sky
354,Masvingo,ZW,-20.0637,30.8277,72.16,27,0,6.06,clear sky
355,Ouadda,CF,8.0777,22.4007,70.07,94,20,2.33,few clouds
356,Alofi,NU,-19.0595,-169.9187,71.49,94,40,3.44,light rain
357,Hamina,FI,60.5697,27.1979,43.88,69,100,15.41,overcast clouds
358,Corinto,GR,37.9407,22.9573,89.62,70,2,1.01,clear sky
359,Seminole,US,28.7086,-81.2081,91.15,84,79,6.11,broken clouds
360,Bridlington,GB,54.0831,-0.1919,67.05,88,35,5.03,scattered clouds
361,Glendive,US,47.1053,-104.7125,63.23,58,53,13.0,broken clouds
362,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,89.4,62,40,6.91,scattered clouds
363,Beloha,MG,-25.1667,45.05,65.37,77,0,13.73,clear sky
364,Jibuti,DJ,11.5,42.5,87.22,37,6,9.64,clear sky
365,Show Low,US,34.2542,-110.0298,74.71,34,1,5.75,clear sky
366,Lianzhou,CN,24.7811,112.3825,75.51,95,78,1.95,broken clouds
367,Aykhal,RU,66.0,111.5,32.9,88,100,5.19,overcast clouds
368,Tavda,RU,58.0425,65.2726,35.58,94,100,7.29,overcast clouds
369,Zemio,CF,5.0314,25.1361,71.42,95,94,1.77,overcast clouds
370,Det Udom,TH,14.906,105.0784,76.82,96,100,5.08,overcast clouds
371,Grootfontein,NA,-19.5667,18.1167,78.37,22,30,2.3,scattered clouds
372,Pirgos,GR,35.1167,25.7178,83.93,56,0,1.32,clear sky
373,Mianwali,PK,32.5741,71.5264,94.28,39,3,13.87,clear sky
374,Omsukchan,RU,62.5333,155.8,38.62,98,100,5.68,overcast clouds
375,Kosugi,JP,36.7167,137.1,72.12,77,6,1.01,clear sky
376,Bereda,ES,43.2686,-7.5406,64.0,80,38,6.02,scattered clouds
377,Tabou,CI,4.423,-7.3528,78.89,84,85,4.63,overcast clouds
378,Srednekolymsk,RU,67.45,153.6833,27.32,80,100,14.45,overcast clouds
379,Severo-Kurilsk,RU,50.6789,156.125,47.46,80,33,21.79,light rain
380,Dingzhou,CN,38.5131,114.9956,68.11,95,41,2.35,light rain
381,Ukiah,US,39.1502,-123.2078,80.13,53,1,0.0,clear sky
382,Makakilo City,US,21.3469,-158.0858,75.52,73,1,5.75,clear sky
383,Rocha,UY,-34.4833,-54.3333,62.31,91,92,15.28,overcast clouds
384,Portachuelo,BO,-17.35,-63.4,95.9,23,37,12.01,scattered clouds
385,Kungurtug,RU,50.5994,97.5228,38.01,83,68,2.24,broken clouds
386,Matagami,CA,49.7502,-77.6328,75.31,50,1,16.11,clear sky
387,Talaya,RU,61.3833,152.75,28.49,95,100,5.5,overcast clouds
388,Komsomolskiy,UZ,40.4272,71.7189,68.72,49,0,6.91,clear sky
389,Aripuana,BR,-9.1667,-60.6333,100.22,26,71,3.31,broken clouds
390,Punta De Bombon,PE,-17.1717,-71.7931,62.96,73,100,9.55,overcast clouds
391,Tromso,NO,69.6496,18.957,48.22,53,0,16.11,clear sky
392,Katsuura,JP,35.1333,140.3,69.91,77,2,10.27,clear sky
393,Menomonie,US,44.8755,-91.9193,76.57,68,67,18.41,broken clouds
394,Serebryanyy Bor,RU,56.8,124.8,36.5,95,50,1.92,scattered clouds
395,Westport,US,41.1415,-73.3579,77.14,67,1,1.01,clear sky
396,Farsund,NO,58.0948,6.8047,53.94,78,90,6.22,overcast clouds
397,Batagay,RU,67.6333,134.6333,29.7,84,39,2.89,scattered clouds
398,Forestville,US,38.8451,-76.875,80.94,59,20,8.05,few clouds
399,San Jose,US,37.3394,-121.895,77.83,38,1,1.01,clear sky
400,Letnica,PL,51.8981,15.333,55.45,59,70,3.38,broken clouds
401,Port Keats,AU,-14.25,129.55,76.35,85,33,2.48,scattered clouds
402,Muros,ES,42.7762,-9.0603,67.84,63,0,16.96,clear sky
403,Rawson,AR,-43.3002,-65.1023,61.47,31,0,2.21,clear sky
404,Kommunarka,RU,55.5695,37.4893,44.64,94,90,20.13,light intensity drizzle
405,Eldorado,BR,-23.7869,-54.2836,104.59,12,0,8.23,clear sky
406,Verkhnyaya Toyma,RU,62.2349,44.9985,36.03,84,6,4.54,clear sky
407,Slave Lake,CA,55.2834,-114.769,51.78,71,90,8.05,overcast clouds
408,Ahipara,NZ,-35.1667,173.1667,50.47,88,2,2.3,clear sky
409,Ponta Do Sol,PT,32.6667,-17.1,75.83,67,25,3.15,scattered clouds
410,Sambava,MG,-14.2667,50.1667,72.75,74,42,14.54,scattered clouds
411,Sao Lourenco Do Sul,BR,-31.3653,-51.9783,68.05,96,100,3.51,overcast clouds
412,Vila,PT,42.0304,-8.1588,63.34,63,0,11.83,clear sky
413,The Valley,AI,18.217,-63.0578,86.83,83,20,3.44,few clouds
414,Suluq,LY,31.6682,20.2521,86.68,30,0,8.75,clear sky
415,Malmyzh,RU,56.5205,50.6818,37.47,71,99,5.93,overcast clouds
416,Waipawa,NZ,-41.4122,175.5153,53.02,82,7,14.45,clear sky
417,Yenagoa,NG,4.9247,6.2642,78.21,86,89,5.64,light rain
418,Twin Falls,US,42.3505,-114.6445,52.14,58,1,14.97,clear sky
419,Cuyo,PH,10.8525,121.0086,79.92,81,98,5.41,overcast clouds
420,Severodvinsk,RU,64.5635,39.8302,41.11,76,58,5.61,broken clouds
421,Sidney,AU,-33.8679,151.2073,51.35,65,0,13.8,clear sky
422,Bontang,ID,0.1333,117.5,76.66,87,100,4.81,overcast clouds
423,Joao Pinheiro,BR,-17.7425,-46.1725,96.04,17,8,5.28,clear sky
424,Florence,IT,43.7667,11.25,70.84,93,75,1.14,broken clouds
425,Talara,PE,-4.5772,-81.2719,74.16,60,0,18.41,clear sky
426,Henties Bay,NA,-22.116,14.2845,57.85,85,0,9.26,clear sky
427,Sept-Iles,CA,50.2001,-66.3821,56.05,79,75,8.01,broken clouds
428,College,US,64.8569,-147.8028,33.75,83,90,6.91,light snow
429,Bubaque,GW,11.2833,-15.8333,83.39,74,94,5.5,light rain
430,Cruzeiro Do Sul,BR,-29.5128,-51.9853,84.52,72,18,5.21,few clouds
431,Ixtapa,MX,20.7,-105.2,85.23,70,1,2.3,clear sky
432,Coahuayana,MX,18.7333,-103.6833,87.28,58,60,3.49,broken clouds
433,Hala,PK,25.8131,68.4227,91.38,62,19,18.92,few clouds
434,Sosnovo-Ozerskoye,RU,52.5249,111.5418,50.18,94,100,4.65,light rain
435,Lingao,CN,19.9103,109.6859,79.21,86,41,8.28,light rain
436,Sangar,RU,63.9242,127.4739,31.46,94,4,1.63,clear sky
437,Barcelos,PT,41.5388,-8.6151,75.85,43,0,10.76,clear sky
438,Balkanabat,TM,39.5108,54.3671,82.65,21,0,12.84,clear sky
439,Cap Malheureux,MU,-19.9842,57.6142,70.29,75,8,5.99,clear sky
440,Haines Junction,CA,60.7522,-137.5108,33.75,93,100,1.14,overcast clouds
441,Batetskiy,RU,58.6461,30.3027,41.11,79,100,11.65,light rain
442,Oranjemund,NA,-28.55,16.4333,56.21,84,1,24.05,clear sky
443,Hovd,MN,48.0056,91.6419,49.6,18,2,10.29,clear sky
444,Nadym,RU,65.5333,72.5167,36.18,97,100,16.87,overcast clouds
445,Nelson Bay,AU,-32.7167,152.15,56.75,65,57,1.01,broken clouds
446,Dhidhdhoo,MV,6.8833,73.1,82.13,77,57,8.57,broken clouds
447,Vardo,NO,70.3705,31.1107,44.8,70,0,18.41,clear sky
448,Kousseri,CM,12.0769,15.0306,80.56,74,20,1.14,few clouds
449,Belmonte,BR,-15.8631,-38.8828,79.3,64,41,8.63,scattered clouds
450,Siocon,PH,7.7061,122.1353,76.77,85,100,0.56,overcast clouds
451,Vila Praia De Ancora,PT,41.811,-8.8526,75.54,55,0,21.74,clear sky
452,Venado Tuerto,AR,-33.7456,-61.9688,68.77,48,95,16.17,overcast clouds
453,Botwood,CA,49.1499,-55.3482,53.91,61,99,10.8,overcast clouds
454,Viedma,AR,-40.8135,-62.9967,66.04,21,0,12.35,clear sky
455,Bandarbeyla,SO,9.4942,50.8122,77.76,82,100,27.25,overcast clouds
456,Bud,US,39.447,-86.1758,75.54,94,98,15.26,overcast clouds
457,Bathsheba,BB,13.2167,-59.5167,90.21,62,40,13.8,scattered clouds
458,Isangel,VU,-19.55,169.2667,68.52,80,37,10.11,scattered clouds
459,Mayumba,GA,-3.432,10.6554,75.31,83,77,8.5,broken clouds
460,Talcahuano,CL,-36.7167,-73.1167,60.48,48,0,13.8,clear sky
461,Poum,NC,-20.2333,164.0167,71.51,62,42,15.99,scattered clouds
462,Den Helder,NL,52.9599,4.7593,61.02,59,90,6.91,overcast clouds
463,Segezha,RU,63.7415,34.3222,41.34,68,77,11.52,broken clouds
464,Havoysund,NO,70.9963,24.6622,46.63,68,39,17.07,scattered clouds
465,Mehamn,NO,71.0357,27.8492,46.58,67,63,19.91,broken clouds
466,Barraute,CA,48.4335,-77.6328,73.67,31,8,13.22,clear sky
467,Atasu,KZ,48.6814,71.6433,43.29,45,4,7.0,clear sky
468,Salalah,OM,17.0151,54.0924,80.69,89,75,5.75,broken clouds
469,Necochea,AR,-38.5473,-58.7368,56.03,80,69,17.43,broken clouds
470,Tautira,PF,-17.7333,-149.15,73.42,74,24,13.2,few clouds
471,Escarcega,MX,18.6089,-90.7454,96.33,35,51,4.5,broken clouds
472,Flinders,AU,-34.5833,150.8552,52.18,61,47,1.01,scattered clouds
473,Matadi,CD,-5.8167,13.45,83.75,58,43,14.2,scattered clouds
474,Fonte Boa,BR,-2.4959,-66.2662,92.61,47,31,2.53,scattered clouds
475,Moss Vale,AU,-34.55,150.3833,44.15,86,66,7.4,broken clouds
476,Gallatin,US,45.6666,-111.2008,53.4,59,90,1.99,overcast clouds
477,Lagoa,PT,39.05,-27.9833,69.85,71,0,10.13,clear sky
478,Palmer,US,42.1584,-72.3287,75.61,56,40,1.99,scattered clouds
479,Gornozavodsk,RU,58.3758,58.3211,30.42,95,67,3.06,broken clouds
480,Gumdag,TM,39.2061,54.5906,80.8,20,0,20.07,clear sky
481,Dwarka,IN,22.2394,68.9678,82.33,86,7,14.65,clear sky
482,Subiaco,IT,41.9254,13.0941,72.95,77,97,3.38,overcast clouds
483,Kiama,AU,-34.6833,150.8667,52.38,61,44,11.65,scattered clouds
484,Matay,EG,28.419,30.7792,93.0,21,0,18.25,clear sky
485,Herat,AF,34.5,62.0,71.01,23,0,9.33,clear sky
486,Half Moon Bay,US,37.4636,-122.4286,77.88,47,1,5.75,clear sky
487,Sao Sebastiao,BR,-23.76,-45.4097,78.58,74,5,6.44,clear sky
488,Saint-Francois,FR,46.4154,3.9054,60.48,94,75,5.75,mist
489,Bengkulu,ID,-3.8004,102.2655,76.39,88,93,3.09,overcast clouds
490,Mugumu,TZ,-1.85,34.7,70.7,58,33,5.44,scattered clouds
491,Kahului,US,20.8947,-156.47,75.22,80,20,12.66,few clouds
492,Seydi,TM,39.4816,62.9137,70.09,16,0,9.53,clear sky
493,Ballina,AU,-28.8667,153.5667,69.84,73,75,8.05,broken clouds
494,Komarno,SK,47.7636,18.1226,58.05,62,94,10.51,overcast clouds
495,Khovu-Aksy,RU,51.1333,93.6,36.41,52,56,3.0,broken clouds
496,Tres Picos,MX,15.8667,-93.5333,87.85,64,100,4.18,overcast clouds
497,Vylkove,UA,45.4021,29.586,61.9,70,58,6.71,light rain
498,Leirvik,NO,59.7798,5.5005,56.86,62,0,16.11,clear sky
499,Tiarei,PF,-17.5333,-149.3333,73.42,75,26,12.08,scattered clouds
500,Lashio,MM,22.9333,97.75,68.43,99,99,1.5,overcast clouds
501,Cam Ranh,VN,11.9214,109.1591,76.96,88,40,4.61,scattered clouds
502,Mareeba,AU,-17.0,145.4333,63.32,97,82,1.74,broken clouds
503,Fethiye,TR,36.6217,29.1164,76.87,61,0,3.91,clear sky
504,Olinda,BR,-8.0089,-34.8553,80.33,57,20,12.66,few clouds
505,Asini,GR,37.5454,22.8621,81.21,42,2,6.76,clear sky
506,Pecos,US,31.4229,-103.4932,95.09,23,1,14.97,clear sky
507,Liwale,TZ,-9.7667,37.9333,73.09,62,59,8.97,broken clouds
508,Buchanan,LR,5.8808,-10.0467,79.66,78,58,5.06,broken clouds
509,Anadyr,RU,64.75,177.4833,32.5,93,90,6.71,snow
510,Luena,AO,-11.7833,19.9167,78.73,31,77,3.38,broken clouds
511,Ulladulla,AU,-35.35,150.4667,49.87,69,50,6.24,scattered clouds
512,Lima,PE,-12.0432,-77.0282,63.14,72,90,6.91,overcast clouds
513,Prieska,ZA,-29.6641,22.7474,59.31,26,0,10.71,clear sky
514,Nizwa,OM,22.9333,57.5333,88.34,42,40,5.99,scattered clouds
515,Vangaindrano,MG,-23.35,47.6,66.43,86,73,7.54,light rain
516,Alvorada,BR,-12.48,-49.1247,105.89,7,33,5.91,scattered clouds
517,Shelburne,CA,44.0787,-80.2041,74.75,47,98,11.52,overcast clouds
518,Bolivar,US,37.6145,-93.4105,87.28,67,0,1.01,clear sky
519,Concepcion Del Oro,MX,24.6333,-101.4167,73.62,38,23,1.57,few clouds
520,Sassandra,CI,4.95,-6.0833,78.03,84,52,4.97,broken clouds
521,Landerneau,FR,48.4525,-4.2525,65.17,77,40,10.36,scattered clouds
522,Pitimbu,BR,-7.4706,-34.8086,84.79,61,62,11.9,broken clouds
523,Dolny Kubin,SK,49.2098,19.3034,47.46,80,95,3.83,overcast clouds
524,Raigarh,IN,21.9,83.4,76.12,92,70,3.65,moderate rain
525,Sarakhs,IR,36.5449,61.1577,78.94,25,0,11.5,clear sky
526,Peraiyur,IN,9.7358,77.7896,80.24,66,58,4.29,broken clouds
527,Homer,US,59.6425,-151.5483,51.04,86,1,3.44,clear sky
528,Maceio,BR,-9.6658,-35.7353,83.64,65,75,14.97,broken clouds
529,Batagay-Alyta,RU,67.8006,130.4114,29.61,83,35,3.38,scattered clouds
530,Bar Harbor,US,44.3876,-68.2039,69.46,52,1,5.01,clear sky
531,Killam,CA,52.7834,-111.8518,57.42,58,31,5.75,scattered clouds
532,Grand Gaube,MU,-20.0064,57.6608,70.2,75,10,5.99,clear sky
533,Cape Canaveral,US,28.4058,-80.6048,92.03,70,20,6.91,few clouds
534,San Pedro,PH,14.35,121.0167,79.83,91,40,2.3,scattered clouds
535,Pau Dos Ferros,BR,-6.1125,-38.2063,97.5,24,70,5.88,broken clouds
536,Kamien Pomorski,PL,53.9685,14.7726,57.22,69,77,10.8,broken clouds
537,Moron,AR,-34.6534,-58.6198,68.0,73,89,12.75,overcast clouds
538,Manzanillo,CU,20.3433,-77.1167,94.33,43,4,5.44,clear sky
539,Athabasca,CA,54.7169,-113.2854,55.22,52,99,12.57,overcast clouds
540,Preobrazheniye,RU,42.9019,133.9064,60.98,78,96,6.31,overcast clouds
541,Shakhovskaya,RU,56.0283,35.5097,40.1,94,100,17.69,light rain
542,Berdigestyakh,RU,62.0989,126.6992,31.26,91,78,1.97,broken clouds
543,Tuatapere,NZ,-46.1333,167.6833,51.82,97,100,4.12,light rain
544,Namibe,AO,-15.1961,12.1522,63.16,80,33,8.34,scattered clouds
545,Nouakchott,MR,18.0858,-15.9785,91.33,65,4,22.66,clear sky
546,Rapid Valley,US,44.0625,-103.1463,62.33,60,90,3.0,overcast clouds
547,Lodja,CD,-3.4833,23.4333,79.12,55,100,3.18,overcast clouds
548,Gbarnga,LR,6.9956,-9.4722,76.41,94,43,2.3,light rain
549,Winnemucca,US,40.973,-117.7357,56.1,44,1,8.05,clear sky
550,Atar,MR,20.5169,-13.0499,100.96,18,0,14.41,clear sky
551,Springdale,US,36.1867,-94.1288,88.57,61,40,12.66,scattered clouds
552,Sangolqui,EC,-0.3341,-78.4522,72.09,50,46,4.23,light rain
553,Lixourion,GR,38.2019,20.4314,80.46,83,0,0.0,clear sky
554,Les Cayes,HT,18.2,-73.75,86.49,63,100,8.43,overcast clouds
555,Mao,ES,39.8885,4.2658,73.96,64,75,3.44,broken clouds
556,Lewistown,US,40.5992,-77.5714,75.97,73,75,5.75,broken clouds
557,Bay Roberts,CA,47.5999,-53.2648,54.03,66,6,11.99,clear sky
558,Yulara,AU,-25.2406,130.9889,57.04,30,12,13.8,few clouds
559,Chimbote,PE,-9.0853,-78.5783,67.48,68,21,11.88,few clouds
560,Xingyi,CN,24.1877,102.817,57.52,94,9,1.88,clear sky
561,Fairbanks,US,64.8378,-147.7164,34.09,83,90,2.3,light snow
562,Jaciara,BR,-15.9653,-54.9683,106.21,8,27,7.31,scattered clouds
563,Zhuhai,CN,22.2769,113.5678,85.05,89,40,6.91,light rain
564,Kochi,IN,9.9399,76.2602,78.78,88,84,7.0,broken clouds
565,Kikwit,CD,-5.041,18.8162,82.69,46,24,2.93,few clouds
566,Rognan,NO,67.0953,15.3878,48.88,62,8,10.27,clear sky
567,Puri,IN,19.8,85.85,81.12,81,99,9.17,overcast clouds
568,Katherine,AU,-14.4667,132.2667,70.12,64,67,2.3,broken clouds
569,Tilichiki,RU,60.4667,166.1,44.44,91,100,6.67,light rain
570,Sulangan,PH,11.1373,123.7228,80.42,77,100,3.2,light rain
571,Xai-Xai,MZ,-25.0519,33.6442,73.53,52,5,15.5,clear sky
572,Hue,VN,16.4667,107.6,78.91,94,40,2.3,scattered clouds
573,Mafra,BR,-26.1114,-49.8053,84.96,41,23,5.26,few clouds
574,Asind,IN,25.7333,74.3333,79.25,81,62,7.74,broken clouds
575,Avdiyivka,UA,48.1399,37.7426,56.93,52,57,6.69,broken clouds
576,Oriximina,BR,-1.7656,-55.8661,88.3,55,56,2.39,broken clouds
577,Kampot,KH,10.6167,104.1833,78.85,88,100,4.03,overcast clouds
578,Hailey,US,43.5196,-114.3153,48.06,51,1,9.22,clear sky
579,Maningrida,AU,-12.0667,134.2667,73.06,82,85,7.23,overcast clouds
580,Qaqortoq,GL,60.7167,-46.0333,45.1,63,16,2.55,few clouds
581,Quibor,VE,9.9287,-69.6201,94.17,47,56,8.19,broken clouds
582,Abbeville,FR,50.1,1.8333,65.5,81,90,8.93,overcast clouds
583,Valdivia,CL,-39.8142,-73.2459,57.29,48,36,5.37,scattered clouds
584,Kenai,US,60.5544,-151.2583,46.15,92,90,12.66,light rain
585,Tual,ID,-5.6667,132.75,80.13,81,97,15.57,overcast clouds
586,Adre,TD,13.4667,22.2,76.17,70,94,4.72,overcast clouds
587,Comodoro Rivadavia,AR,-45.8667,-67.5,58.86,33,0,10.36,clear sky
588,Mweka,CD,-4.85,21.5667,81.19,45,88,2.39,overcast clouds
589,Merritt,CA,50.1123,-120.7942,46.45,58,89,3.67,overcast clouds
590,Kalmunai,LK,7.4167,81.8167,79.84,87,45,10.8,scattered clouds
591,Noumea,NC,-22.2763,166.4572,62.58,72,38,7.99,scattered clouds
592,Sulat,PH,11.8103,125.4544,76.98,88,89,3.67,overcast clouds
593,Puerto Escondido,MX,15.85,-97.0667,85.71,67,40,5.3,scattered clouds
594,Maldonado,UY,-34.6667,-54.9167,58.39,95,100,13.62,overcast clouds
595,Ternate,ID,0.8,127.4,79.32,81,99,3.67,overcast clouds
596,Ghanzi,BW,-21.5667,21.7833,78.49,18,8,9.08,clear sky
597,Tagusao,PH,9.1924,117.8141,79.07,79,96,3.06,overcast clouds
598,Songea,TZ,-10.6833,35.65,66.52,53,59,1.86,broken clouds
599,Teya,RU,60.3778,92.6267,32.2,98,58,3.91,broken clouds
600,Nandigama,IN,16.7833,80.3,78.75,87,97,2.46,heavy intensity rain
601,Saint-Pierre,RE,-21.3393,55.4781,67.68,78,90,18.41,light rain
602,Road Town,VG,18.4167,-64.6167,84.24,89,40,8.05,scattered clouds
603,Riberalta,BO,-10.9833,-66.1,95.2,49,40,9.22,smoke
604,Balsas,BR,-7.5325,-46.0356,103.03,16,100,4.38,overcast clouds
605,Pyapon,MM,16.2833,95.6833,77.22,94,100,6.02,overcast clouds
606,Nioro,GM,13.35,-15.75,91.0,64,26,1.52,scattered clouds
607,Wajima,JP,37.4,136.9,72.05,79,0,5.26,clear sky
608,Bourail,NC,-21.5667,165.4833,64.72,68,12,4.29,few clouds
609,Iki-Burul,RU,45.8208,44.6472,66.54,60,87,5.44,overcast clouds
610,San Policarpo,PH,12.1791,125.5072,78.75,86,96,5.79,overcast clouds
611,Noshiro,JP,40.2039,140.0242,62.11,81,88,6.42,overcast clouds
612,Muhos,FI,64.808,25.9931,40.78,83,16,5.14,few clouds
613,Kruisfontein,ZA,-34.0033,24.7314,54.88,61,40,25.21,scattered clouds
614,Kumluca,TR,36.3703,30.2869,82.06,54,1,3.78,clear sky
615,Kastamonu,TR,41.5,33.6667,69.82,66,11,0.54,few clouds
616,Puerto Del Rosario,ES,28.5004,-13.8627,78.48,69,40,16.11,scattered clouds
617,Takoradi,GH,4.8845,-1.7554,77.92,84,80,10.13,broken clouds
618,Sindal,DK,57.4712,10.2031,51.76,63,96,3.42,overcast clouds
619,Maragogi,BR,-9.0122,-35.2225,79.3,66,69,8.34,broken clouds
620,Careiro Da Varzea,BR,-3.2003,-59.8119,92.01,44,97,3.06,light rain
621,Creston,US,41.0586,-94.3614,78.08,100,75,20.71,broken clouds
622,Springville,US,40.1652,-111.6107,61.66,48,1,1.01,clear sky
623,Palana,RU,59.1167,159.9667,44.42,88,100,9.71,overcast clouds
624,Pimenteiras,BR,-6.2453,-41.4192,104.0,16,39,4.9,scattered clouds
625,Balkhash,KZ,46.844,74.9804,52.3,42,0,4.97,clear sky
626,Bonthe,SL,7.5264,-12.505,80.4,78,63,8.97,broken clouds
627,Buenos Aires,AR,-34.6132,-58.3772,69.03,72,75,12.66,broken clouds
628,Basse-Pointe,MQ,14.8695,-61.115,92.34,64,77,7.9,broken clouds
629,Buin,CL,-33.7333,-70.75,62.92,39,0,2.86,clear sky
630,Praya,CV,14.9215,-23.5087,86.54,70,40,16.11,scattered clouds
631,Jonesboro,US,35.8423,-90.7043,85.77,62,40,9.22,scattered clouds
632,Vao,NC,-22.6667,167.4833,69.24,63,92,19.13,overcast clouds
633,Luganville,VU,-15.5333,167.1667,74.84,79,78,11.25,broken clouds
634,Darnah,LY,32.767,22.6367,80.4,64,0,8.19,clear sky
635,Chimoio,MZ,-19.1164,33.4833,68.14,36,1,4.92,clear sky
636,Komatipoort,ZA,-25.4332,31.9548,79.29,33,13,6.26,few clouds
637,Meulaboh,ID,4.1363,96.1285,76.41,88,100,4.97,overcast clouds
638,Gazanjyk,TM,39.2446,55.5154,77.23,23,0,16.26,clear sky
639,Grindavik,IS,63.8424,-22.4338,48.15,93,75,25.32,light intensity drizzle
640,Santa Josefa,PH,7.9911,126.03,72.63,98,77,0.85,broken clouds
641,Skjervoy,NO,70.0311,20.9714,44.78,66,4,16.26,clear sky
642,Voh,NC,-20.9667,164.7,66.54,72,57,4.52,broken clouds
643,Leninskoye,KZ,41.7589,69.3864,67.78,25,0,3.47,clear sky
644,Codajas,BR,-3.8367,-62.0569,95.9,38,51,3.91,broken clouds
645,Nabire,ID,-3.3667,135.4833,74.55,94,100,1.7,overcast clouds
646,Butembo,CD,0.15,29.2833,59.23,89,52,2.64,broken clouds
647,Keller,US,32.9346,-97.2517,96.17,48,20,3.0,few clouds
648,Caarapo,BR,-22.6342,-54.8222,105.04,10,2,11.52,clear sky
649,Kangaatsiaq,GL,68.3065,-53.4641,32.74,65,99,4.68,overcast clouds
650,Starosubkhangulovo,RU,53.1031,57.4423,35.69,72,73,3.62,broken clouds
651,Gunjur,GM,13.2019,-16.7339,91.47,66,0,0.0,clear sky
652,Shar,KZ,49.5886,81.0453,44.08,48,11,6.35,few clouds
653,Columbus,US,39.9612,-82.9988,83.32,70,90,1.01,overcast clouds
654,Solano,US,38.2333,-121.9511,79.9,31,1,17.27,clear sky
655,Altay,CN,47.8667,88.1167,39.49,25,7,0.65,clear sky
656,Padang,ID,-0.9492,100.3543,77.05,88,75,3.98,light rain
657,Coxim,BR,-18.5067,-54.76,109.83,7,3,3.51,clear sky
658,Bambanglipuro,ID,-7.95,110.2833,75.87,84,53,2.82,broken clouds
659,Ucluelet,CA,48.9329,-125.5528,55.09,92,83,7.83,broken clouds
660,Touros,BR,-5.1989,-35.4608,86.9,59,14,16.28,few clouds
661,Khudumelapye,BW,-23.8833,24.75,74.5,12,14,12.82,few clouds
